UniprotID,Species,Temperature preference,Data Type
Q7AQ98,Mycobacterium leprae,mesophilic,train
P00124,Prosthecochloris aestuarii,mesophilic,train
P83717,Heterometrus spinifer,mesophilic,train
C3KVP2,Clostridium botulinum,mesophilic,train
Q8I3V0,Plasmodium falciparum,mesophilic,train
Q8XHT2,Clostridium perfringens,mesophilic,train
Q2RFQ6,Moorella thermoacetica,thermophilic,train
Q2EEQ8,Escherichia coli,mesophilic,train
A0A0H4IWJ8,Neisseria gonorrhoeae,mesophilic,train
A0A0H4ITA9,Neisseria gonorrhoeae,mesophilic,train
F7AKR5,Mus musculus,mesophilic,train
Q01697,Thermus aquaticus,thermophilic,train
Q07L15,Rhodopseudomonas palustris,mesophilic,train
K7MTJ7,Glycine max,mesophilic,train
P86641,Phasmahyla jandaia,mesophilic,train
C0HK10,Cruziohyla calcarifer,mesophilic,train
C0HLC6,Phyllomedusa trinitatis,mesophilic,train
P84922,Phyllomedusa tarsius,mesophilic,train
P83639,Phyllomedusa distincta,mesophilic,train
C0HLC4,Phyllomedusa trinitatis,mesophilic,train
P83914,Schistosoma mansoni,mesophilic,train
P86640,Phasmahyla jandaia,mesophilic,train
Q9HIR1,Thermoplasma acidophilum,thermophilic,train
P83189,Pseudis paradoxa,mesophilic,train
P83188,Pseudis paradoxa,mesophilic,train
Q3A6N8,Pelobacter carbinolicus,mesophilic,train
B6EPT4,Aliivibrio salmonicida,psychrophilic,train
B9M6G9,Geobacter daltonii,mesophilic,train
C6E4P8,Geobacter sp.,mesophilic,train
C1FMU2,Clostridium botulinum,mesophilic,train
A7FZ60,Clostridium botulinum,mesophilic,train
B2TII4,Clostridium botulinum,mesophilic,train
B1IGE5,Clostridium botulinum,mesophilic,train
Q748Z7,Geobacter sulfurreducens,mesophilic,train
B1KSL6,Clostridium botulinum,mesophilic,train
P82425,Neoponera goeldii,mesophilic,train
Q9I2E7,Pseudomonas aeruginosa,mesophilic,train
O51088,Borrelia burgdorferi,mesophilic,train
O07823,Pseudomonas fluorescens,mesophilic,train
P83641,Phyllomedusa distincta,mesophilic,train
P84926,Phyllomedusa tarsius,mesophilic,train
C0HLD2,Phyllomedusa trinitatis,mesophilic,train
P86279,Phyllomedusa burmeisteri,mesophilic,train
P86281,Phyllomedusa burmeisteri,mesophilic,train
P86637,Phasmahyla jandaia,mesophilic,train
P86635,Phasmahyla jandaia,mesophilic,train
P86638,Phasmahyla jandaia,mesophilic,train
P86636,Phasmahyla jandaia,mesophilic,train
A0A0S4XR86,Caenorhabditis elegans,mesophilic,train
X8F685,Mycobacterium ulcerans,mesophilic,train
P86498,Cervus elaphus,mesophilic,train
B3EWV4,Cupiennius salei,mesophilic,train
A0A0G2JEW3,Mus musculus,mesophilic,train
Q75KW7,Oryza sativa,mesophilic,train
A0A175W9X2,Madurella mycetomatis,mesophilic,train
P80055,Papio sp.,mesophilic,train
A6LNH3,Thermosipho melanesiensis,thermophilic,train
A0A5S6P6U5,Brugia malayi,mesophilic,train
Q65YR8,Dictyostelium discoideum,mesophilic,train
P84525,Pleurotus eryngii,mesophilic,train
P35628,Luffa aegyptiaca,mesophilic,train
P12071,Ecballium elaterium,mesophilic,train
C1A615,Gemmatimonas aurantiaca,mesophilic,train
A7RT29,Nematostella vectensis,mesophilic,train
P0C8J5,Vipera ammodytes,mesophilic,train
A0A3P7SJQ5,Dracunculus medinensis,mesophilic,train
P0C2P0,Aspergillus terreus,mesophilic,train
P0C2P1,Aspergillus terreus,mesophilic,train
P96637,Bacillus subtilis,mesophilic,train
P59066,Austrelaps superbus,mesophilic,train
Q2G150,Staphylococcus aureus,mesophilic,train
Q0JJG1,Oryza sativa,mesophilic,train
A0A2R8RPT4,Danio rerio,mesophilic,train
Q1LSL1,Baumannia cicadellinicola,mesophilic,train
Q1D4A0,Myxococcus xanthus,mesophilic,train
B1YGP7,Exiguobacterium sibiricum,mesophilic,train
D5GE59,Tuber melanosporum,mesophilic,train
P43849,Haemophilus influenzae,mesophilic,train
Q58979,Methanocaldococcus jannaschii,thermophilic,train
Q54S04,Dictyostelium discoideum,mesophilic,train
P44492,Haemophilus influenzae,mesophilic,train
A0A0N4UQG9,Dracunculus medinensis,mesophilic,train
P86527,Nigella sativa,mesophilic,train
Q32AL5,Shigella dysenteriae,mesophilic,train
A0A0N4UC23,Dracunculus medinensis,mesophilic,train
Q75L88,Oryza sativa,mesophilic,train
A0A5K4F5J7,Schistosoma mansoni,mesophilic,train
Q4E140,Trypanosoma cruzi,mesophilic,train
C0NUV2,Ajellomyces capsulatus,mesophilic,train
A0A0R0HQ09,Glycine max,mesophilic,train
P85982,Boana albopunctata,mesophilic,train
B9MKP8,Caldicellulosiruptor bescii,thermophilic,train
Q2YDH1,Bos taurus,mesophilic,train
C0HKL4,Xenopus boumbaensis,mesophilic,train
C0HL97,Crotalus vegrandis,mesophilic,train
P57274,Buchnera aphidicola,mesophilic,train
Q27176,Paramecium tetraurelia,mesophilic,train
Q58101,Methanocaldococcus jannaschii,thermophilic,train
Q5N3L4,Synechococcus sp.,mesophilic,train
P45863,Bacillus subtilis,mesophilic,train
Q54TQ0,Dictyostelium discoideum,mesophilic,train
X8F1B0,Mycobacterium ulcerans,mesophilic,train
P86041,Scytonema varium,mesophilic,train
O25552,Helicobacter pylori,mesophilic,train
Q252W8,Chlamydia felis,mesophilic,train
P0C2U9,Lycosa singoriensis,mesophilic,train
Q5V5S9,Haloarcula marismortui,thermophilic,train
Q8EZ21,Leptospira interrogans,mesophilic,train
Q72MG4,Leptospira interrogans,mesophilic,train
D4GT97,Haloferax volcanii,mesophilic,train
P82312,Panulirus japonicus,mesophilic,train
P23494,Lactococcus lactis,mesophilic,train
B4U1F8,Streptococcus equi,mesophilic,train
Q6LY84,Methanococcus maripaludis,mesophilic,train
A9AAJ9,Methanococcus maripaludis,mesophilic,train
A4FX62,Methanococcus maripaludis,mesophilic,train
P14313,Rhizobium leguminosarum,mesophilic,train
Q6CSW8,Kluyveromyces lactis,mesophilic,train
D3ZZQ4,Rattus norvegicus,mesophilic,train
Q502H1,Danio rerio,mesophilic,train
Q9H7C9,Homo sapiens,mesophilic,train
K0F2H1,Nocardia brasiliensis,mesophilic,train
O66452,Aquifex aeolicus,thermophilic,train
A0A0K0ELC6,Strongyloides stercoralis,mesophilic,train
Q1WUC1,Lactobacillus salivarius,mesophilic,train
Q3B109,Chlorobium luteolum,mesophilic,train
P0DTT8,Pithecopus nordestinus,mesophilic,train
A9NHV3,Acholeplasma laidlawii,mesophilic,train
P49624,Serratia marcescens,mesophilic,train
P86028,Pelophylax ridibundus,mesophilic,train
C0HKQ2,Euphlyctis cyanophlyctis,mesophilic,train
P82292,Bos taurus,mesophilic,train
Q8D2Q4,Wigglesworthia glossinidia,mesophilic,train
Q326Y2,Shigella dysenteriae,mesophilic,train
A0A0N4UHJ5,Dracunculus medinensis,mesophilic,train
P83390,Conus amadis,mesophilic,train
Q162Q6,Roseobacter denitrificans,mesophilic,train
Q2FVQ1,Staphylococcus aureus,mesophilic,train
F6Y3H4,Mus musculus,mesophilic,train
P80575,Streptomyces rimosus,mesophilic,train
Q5F4X4,Neisseria gonorrhoeae,mesophilic,train
Q03VF5,Leuconostoc mesenteroides,mesophilic,train
X8FG87,Mycobacterium ulcerans,mesophilic,train
Q32F76,Shigella dysenteriae,mesophilic,train
Q5F673,Neisseria gonorrhoeae,mesophilic,train
K7KVR4,Glycine max,mesophilic,train
X8F776,Mycobacterium ulcerans,mesophilic,train
A4SH25,Shigella dysenteriae,mesophilic,train
Q32IB9,Shigella dysenteriae,mesophilic,train
P19763,Shigella flexneri,mesophilic,train
K0ES85,Nocardia brasiliensis,mesophilic,train
P84644,Chassalia parviflora,mesophilic,train
C0HKH6,Chassalia chartacea,mesophilic,train
C1H0C5,Paracoccidioides lutzii,mesophilic,train
A0A126GUS8,Drosophila melanogaster,mesophilic,train
A0A044V555,Onchocerca volvulus,mesophilic,train
B8GV48,Thioalkalivibrio sulfidiphilus,mesophilic,train
Q8ZVL3,Pyrobaculum aerophilum,thermophilic,train
A3MUQ5,Pyrobaculum calidifontis,thermophilic,train
A1RSV1,Pyrobaculum islandicum,thermophilic,train
P19767,Escherichia coli,mesophilic,train
Q52358,Serratia marcescens,mesophilic,train
P80919,Erythrobacter longus,mesophilic,train
Q9XD20,Leptospira interrogans,mesophilic,train
Q9RVU3,Deinococcus radiodurans,mesophilic,train
Q7VQG0,Blochmannia floridanus,mesophilic,train
P63768,Streptococcus agalactiae,mesophilic,train
Q8KJ15,Streptococcus equinus,mesophilic,train
P83129,Paralichthys olivaceus,mesophilic,train
G4M1E8,Schistosoma mansoni,mesophilic,train
A0A133CV92,Enterococcus faecium,mesophilic,train
P80577,Hydra vulgaris,mesophilic,train
P85443,Leptodactylus ocellatus,mesophilic,train
P84925,Phyllomedusa tarsius,mesophilic,train
C0HLD0,Phyllomedusa trinitatis,mesophilic,train
P83642,Phyllomedusa distincta,mesophilic,train
P28210,Styela plicata,mesophilic,train
P28213,Styela plicata,mesophilic,train
P28211,Styela plicata,mesophilic,train
Q8NNB7,Corynebacterium glutamicum,mesophilic,train
Q58779,Methanocaldococcus jannaschii,thermophilic,train
B9DVR0,Streptococcus uberis,mesophilic,train
B9G1J0,Oryza sativa,mesophilic,train
Q55F25,Dictyostelium discoideum,mesophilic,train
Q57902,Methanocaldococcus jannaschii,thermophilic,train
A0A5K4FBX7,Schistosoma mansoni,mesophilic,train
Q54HX1,Dictyostelium discoideum,mesophilic,train
O45864,Caenorhabditis elegans,mesophilic,train
Q2G280,Staphylococcus aureus,mesophilic,train
Q4E3Q4,Trypanosoma cruzi,mesophilic,train
A9BJZ0,Petrotoga mobilis,thermophilic,train
P82095,Uperoleia mjobergii,mesophilic,train
P82039,Uperoleia mjobergii,mesophilic,train
Q0PBF3,Campylobacter jejuni,mesophilic,train
P0DSE5,Escherichia coli,mesophilic,train
A0A0N4U7L7,Dracunculus medinensis,mesophilic,train
X8FLR2,Mycobacterium ulcerans,mesophilic,train
C5CGT1,Kosmotoga olearia,thermophilic,train
K8ERQ8,Caenorhabditis elegans,mesophilic,train
P58915,Conus tulipa,mesophilic,train
C0HJY5,Anochetus emarginatus,mesophilic,train
C7J518,Oryza sativa,mesophilic,train
P08952,Glandirana rugosa,mesophilic,train
A0A044UZ67,Onchocerca volvulus,mesophilic,train
A0A0J9XWN9,Brugia malayi,mesophilic,train
J9F274,Wuchereria bancrofti,mesophilic,train
P0DSE9,Escherichia coli,mesophilic,train
Q9KFG1,Alkalihalobacillus halodurans,mesophilic,train
Q9TZ93,Caenorhabditis elegans,mesophilic,train
Q721T0,Listeria monocytogenes,mesophilic,train
C1L1F5,Listeria monocytogenes,mesophilic,train
K0F239,Nocardia brasiliensis,mesophilic,train
P30960,Bradyrhizobium diazoefficiens,mesophilic,train
Q6HN77,Bacillus thuringiensis,mesophilic,train
Q32FV0,Shigella dysenteriae,mesophilic,train
Q8TX49,Methanopyrus kandleri,thermophilic,train
P0C8V2,Conus striolatus,mesophilic,train
A8ESI0,Arcobacter butzleri,mesophilic,train
Q6FUJ0,Candida glabrata,mesophilic,train
U7Q6C6,Sporothrix schenckii,mesophilic,train
C5D4D1,Geobacillus sp.,thermophilic,train
Q8ESK9,Oceanobacillus iheyensis,mesophilic,train
A0A132Z5A9,Enterococcus faecium,mesophilic,train
B4SPH1,Stenotrophomonas maltophilia,mesophilic,val
B5YPW2,Escherichia coli,mesophilic,val
Q9HTP0,Pseudomonas aeruginosa,mesophilic,val
A0A158Q398,Dracunculus medinensis,mesophilic,val
Q3IHW4,Pseudoalteromonas translucida,psychrophilic,val
Q8DPF6,Streptococcus pneumoniae,mesophilic,val
P07847,Aepyceros melampus,mesophilic,val
A0A044VDI3,Onchocerca volvulus,mesophilic,val
A1WUX3,Halorhodospira halophila,mesophilic,val
Q5HCI2,Staphylococcus aureus,mesophilic,val
P20900,Thermosynechococcus vulcanus,thermophilic,val
Q9Y9F0,Aeropyrum pernix,thermophilic,val
A0A0K0E5I9,Strongyloides stercoralis,mesophilic,val
Q116J2,Trichodesmium erythraeum,mesophilic,val
Q5R9Z1,Pongo abelii,mesophilic,val
Q2A5M3,Francisella tularensis,mesophilic,val
A9JX07,Staphylococcus aureus,mesophilic,val
P0C813,Staphylococcus aureus,mesophilic,val
Q5LIY6,Bacteroides fragilis,mesophilic,val
P0C7Y6,Staphylococcus aureus,mesophilic,val
B3EWV0,Cupiennius salei,mesophilic,val
Q9KV01,Vibrio cholerae,mesophilic,val
P66038,Salmonella typhimurium,mesophilic,val
Q0J116,Oryza sativa,mesophilic,val
P45149,Haemophilus influenzae,mesophilic,val
Q2G2N6,Staphylococcus aureus,mesophilic,val
Q8ZLD7,Salmonella typhimurium,mesophilic,val
A0A1D6PYM8,Zea mays,mesophilic,val
A0A5S6PFN3,Brugia malayi,mesophilic,val
P0A1P8,Salmonella typhimurium,mesophilic,val
P10521,Bombus pensylvanicus,mesophilic,val
K7LDN4,Glycine max,mesophilic,val
P66688,Staphylococcus aureus,mesophilic,val
A7HZY2,Campylobacter hominis,mesophilic,val
O45017,Caenorhabditis elegans,mesophilic,val
A5EXZ1,Dichelobacter nodosus,mesophilic,val
Q0HZ98,Shewanella sp.,mesophilic,val
A1VM97,Polaromonas naphthalenivorans,psychrophilic,val
Q2FI72,Staphylococcus aureus,mesophilic,val
Q54NQ6,Dictyostelium discoideum,mesophilic,val
B0REU9,Clavibacter michiganensis,mesophilic,val
B2UV09,Helicobacter pylori,mesophilic,val
Q2FVU9,Staphylococcus aureus,mesophilic,val
Q827L8,Streptomyces avermitilis,mesophilic,val
P63474,Streptococcus pyogenes,mesophilic,val
A0A2R8Q522,Danio rerio,mesophilic,val
X8F436,Mycobacterium ulcerans,mesophilic,val
K7LRJ2,Glycine max,mesophilic,val
O95777,Homo sapiens,mesophilic,val
B1LKK6,Escherichia coli,mesophilic,val
Q32A67,Shigella dysenteriae,mesophilic,val
P73455,Synechocystis sp.,mesophilic,val
Q8DR85,Streptococcus pneumoniae,mesophilic,val
O74017,Pyrococcus horikoshii,thermophilic,val
Q1Q8A4,Psychrobacter cryohalolentis,psychrophilic,val
Q5VMX8,Oryza sativa,mesophilic,val
P07493,Bombus pensylvanicus,mesophilic,val
Q2G2R5,Staphylococcus aureus,mesophilic,val
Q6S5I3,Mus musculus,mesophilic,val
X8FCJ9,Mycobacterium ulcerans,mesophilic,val
A0A3P7DS29,Wuchereria bancrofti,mesophilic,val
Q0TK58,Escherichia coli,mesophilic,val
X8F2K4,Mycobacterium ulcerans,mesophilic,val
O29990,Archaeoglobus fulgidus,thermophilic,val
P07494,Bombus pensylvanicus,mesophilic,val
Q31HZ4,Hydrogenovibrio crunogenus,mesophilic,val
A0A0N4UHD6,Dracunculus medinensis,mesophilic,val
Q9F4F2,Buchnera aphidicola,mesophilic,val
Q32IF5,Shigella dysenteriae,mesophilic,val
A0A0H3GU96,Klebsiella pneumoniae,mesophilic,val
A0A3P7G574,Wuchereria bancrofti,mesophilic,val
Q9K132,Neisseria meningitidis,mesophilic,val
P0DJN8,Sistrurus miliarius,mesophilic,val
U7Q6I6,Sporothrix schenckii,mesophilic,val
Q8ZP48,Salmonella typhimurium,mesophilic,val
P19981,Planomonospora venezuelensis,mesophilic,val
Q54EY1,Dictyostelium discoideum,mesophilic,val
Q6G5W3,Staphylococcus aureus,mesophilic,val
E3I7Z1,Rhodomicrobium vannielii,mesophilic,val
A5WBW8,Psychrobacter sp.,psychrophilic,val
P80082,Spinacia oleracea,mesophilic,val
O25329,Helicobacter pylori,mesophilic,val
Q0P7Q6,Campylobacter jejuni,mesophilic,val
A0A132YY60,Enterococcus faecium,mesophilic,val
Q04PU7,Leptospira borgpetersenii,mesophilic,val
K7M8C7,Glycine max,mesophilic,val
Q7CQ02,Salmonella typhimurium,mesophilic,val
A0A0D2GHW4,Fonsecaea pedrosoi,mesophilic,val
Q30TV5,Sulfurimonas denitrificans,mesophilic,val
A0A0I9N5K2,Brugia malayi,mesophilic,val
Q8DPP4,Streptococcus pneumoniae,mesophilic,val
Q502F6,Danio rerio,mesophilic,val
Q8DN95,Streptococcus pneumoniae,mesophilic,val
X8F3R3,Mycobacterium ulcerans,mesophilic,val
P50659,Simulium vittatum,mesophilic,val
O25435,Helicobacter pylori,mesophilic,val
X8FI76,Mycobacterium ulcerans,mesophilic,val
A0A0R4IVG4,Danio rerio,mesophilic,val
P47801,Mus musculus,mesophilic,val
A1TND0,Acidovorax citrulli,mesophilic,val
Q6AF75,Leifsonia xyli,mesophilic,val
B2FUB3,Stenotrophomonas maltophilia,mesophilic,val
X8F9C5,Mycobacterium ulcerans,mesophilic,val
Q8DNW2,Streptococcus pneumoniae,mesophilic,val
Q8ZR46,Salmonella typhimurium,mesophilic,val
B0TB98,Heliobacterium modesticaldum,thermophilic,val
A0A0H3GNK3,Klebsiella pneumoniae,mesophilic,val
P0CJ26,Ascaphus truei,psychrophilic,val
Q4D1A9,Trypanosoma cruzi,mesophilic,val
P86536,Daboia russelii,mesophilic,val
B5Y0N8,Klebsiella pneumoniae,mesophilic,val
A5CC63,Orientia tsutsugamushi,mesophilic,val
Q0DHM7,Oryza sativa,mesophilic,val
A0A5K4EJG6,Schistosoma mansoni,mesophilic,val
A8FTV8,Shewanella sediminis,psychrophilic,val
Q0P9Z9,Campylobacter jejuni,mesophilic,val
A0A0G2K4K2,Rattus norvegicus,mesophilic,val
Q8DP92,Streptococcus pneumoniae,mesophilic,val
P65599,Salmonella typhimurium,mesophilic,val
C5CBJ9,Micrococcus luteus,mesophilic,val
X8FIG8,Mycobacterium ulcerans,mesophilic,val
P44897,Haemophilus influenzae,mesophilic,val
Q59003,Methanocaldococcus jannaschii,thermophilic,val
P67351,Staphylococcus aureus,mesophilic,val
Q0AWX4,Syntrophomonas wolfei,mesophilic,val
K0ERC3,Nocardia brasiliensis,mesophilic,val
Q58023,Methanocaldococcus jannaschii,thermophilic,val
O67866,Aquifex aeolicus,thermophilic,val
P43749,Haemophilus influenzae,mesophilic,val
K0F378,Nocardia brasiliensis,mesophilic,val
B1XA53,Escherichia coli,mesophilic,val
P85441,Catharanthus roseus,mesophilic,val
B4EU76,Proteus mirabilis,mesophilic,val
Q327Y6,Shigella dysenteriae,mesophilic,val
A0A5K4FCG2,Schistosoma mansoni,mesophilic,val
A0A0R0F0C0,Glycine max,mesophilic,val
A0A0N4U3L9,Dracunculus medinensis,mesophilic,val
A6UW32,Methanococcus aeolicus,thermophilic,val
O09035,Mus musculus,mesophilic,val
C3NHG9,Sulfolobus islandicus,thermophilic,val
A0A5S6PM58,Brugia malayi,mesophilic,val
Q0ABB1,Alkalilimnicola ehrlichii,mesophilic,val
B8E9H2,Shewanella baltica,psychrophilic,val
A4VIG6,Pseudomonas stutzeri,mesophilic,val
B4TMG1,Salmonella schwarzengrund,mesophilic,val
Q6GD91,Staphylococcus aureus,mesophilic,val
Q7ZV68,Danio rerio,mesophilic,val
B8CID2,Shewanella piezotolerans,psychrophilic,val
B1W4A6,Streptomyces griseus,mesophilic,val
Q0TIL5,Escherichia coli,mesophilic,val
Q5NHE5,Francisella tularensis,mesophilic,val
P56227,Ranoidea caerulea,mesophilic,val
K7L8J3,Glycine max,mesophilic,val
P0C0X8,Cereibacter sphaeroides,mesophilic,val
A0A1D6L7N0,Zea mays,mesophilic,val
Q5ZYH3,Legionella pneumophila,mesophilic,val
Q60BS3,Methylococcus capsulatus,mesophilic,val
C4K8Z4,Hamiltonella defensa,mesophilic,val
A0A0H3GZ33,Klebsiella pneumoniae,mesophilic,val
Q2FV96,Staphylococcus aureus,mesophilic,val
X8FIP4,Mycobacterium ulcerans,mesophilic,val
A0A1C1CVZ8,Cladophialophora carrionii,mesophilic,val
A0A0H3GX91,Klebsiella pneumoniae,mesophilic,val
A0A3P7FW42,Wuchereria bancrofti,mesophilic,val
Q5E8E7,Aliivibrio fischeri,mesophilic,val
Q97BK8,Thermoplasma volcanium,thermophilic,val
P0C7Y4,Staphylococcus aureus,mesophilic,val
A0A0G2K7I1,Rattus norvegicus,mesophilic,val
X8F3G4,Mycobacterium ulcerans,mesophilic,val
Q4CQS5,Trypanosoma cruzi,mesophilic,val
B2SDL4,Francisella tularensis,mesophilic,val
P0C805,Staphylococcus aureus,mesophilic,val
Q5RC61,Pongo abelii,mesophilic,val
A0A0D2GJ11,Fonsecaea pedrosoi,mesophilic,val
P0DTB8,Centruroides margaritatus,mesophilic,val
K7M5Q9,Glycine max,mesophilic,val
A7WYN2,Staphylococcus aureus,mesophilic,val
A6QFL5,Staphylococcus aureus,mesophilic,val
A8H2P5,Shewanella pealeana,mesophilic,val
Q6QB11,Oryza sativa,mesophilic,val
A3MZV0,Actinobacillus pleuropneumoniae,mesophilic,val
A0A075B5M1,Mus musculus,mesophilic,val
P49962,Mus musculus,mesophilic,val
J9F9W4,Wuchereria bancrofti,mesophilic,val
Q87KX3,Vibrio parahaemolyticus,mesophilic,val
Q19416,Caenorhabditis elegans,mesophilic,val
Q32AN3,Shigella dysenteriae,mesophilic,val
A0A0N4U1F7,Dracunculus medinensis,mesophilic,val
Q6B963,Schistosoma mansoni,mesophilic,val
Q7YWN3,Caenorhabditis elegans,mesophilic,val
Q8Z8T4,Salmonella typhi,mesophilic,val
A7ME22,Cronobacter sakazakii,mesophilic,val
Q83I60,Tropheryma whipplei,mesophilic,val
P00089,Magnetospirillum fulvum,mesophilic,val
B2RZB6,Rattus norvegicus,mesophilic,val
Q9QUH0,Mus musculus,mesophilic,val
A0A0K0E8X1,Strongyloides stercoralis,mesophilic,val
Q2YVV7,Staphylococcus aureus,mesophilic,val
P63181,Sus scrofa,mesophilic,val
P0C7Y7,Staphylococcus aureus,mesophilic,val
A1U4D2,Marinobacter hydrocarbonoclasticus,mesophilic,val
A0JVK3,Arthrobacter sp.,mesophilic,val
Q7NRV5,Chromobacterium violaceum,mesophilic,val
B8JLQ0,Danio rerio,mesophilic,val
A8AMN6,Citrobacter koseri,mesophilic,val
Q55GJ7,Dictyostelium discoideum,mesophilic,val
Q73PM2,Treponema denticola,mesophilic,val
P86900,Clitoria ternatea,mesophilic,val
A0A1D6NC25,Zea mays,mesophilic,val
P62569,Ranoidea gilleni,mesophilic,val
Q553X5,Dictyostelium discoideum,mesophilic,val
A0A3Q0KQ40,Schistosoma mansoni,mesophilic,val
Q2SFU4,Hahella chejuensis,mesophilic,val
A6UY05,Pseudomonas aeruginosa,mesophilic,val
P66822,Salmonella typhimurium,mesophilic,val
Q2FV79,Staphylococcus aureus,mesophilic,val
F6NT71,Danio rerio,mesophilic,val
Q5HS37,Staphylococcus epidermidis,mesophilic,val
P0DL39,Conus australis,mesophilic,val
Q2FYY5,Staphylococcus aureus,mesophilic,val
P62568,Ranoidea splendida,mesophilic,val
A0A0H3GSW8,Klebsiella pneumoniae,mesophilic,val
Q6CZW1,Pectobacterium atrosepticum,mesophilic,val
P0C806,Staphylococcus aureus,mesophilic,val
P64649,Helicobacter pylori,mesophilic,val
A0A0R0J3N0,Glycine max,mesophilic,val
Q8TVE2,Methanopyrus kandleri,thermophilic,val
A0A0P0X097,Oryza sativa,mesophilic,val
A0A1D6LKJ2,Zea mays,mesophilic,val
O18088,Caenorhabditis elegans,mesophilic,val
P41190,Klebsiella pneumoniae,mesophilic,val
P44746,Haemophilus influenzae,mesophilic,val
Q6ZWM4,Mus musculus,mesophilic,val
Q4L513,Staphylococcus haemolyticus,mesophilic,val
Q8CYK8,Streptococcus pneumoniae,mesophilic,val
A0A1D6ECN9,Zea mays,mesophilic,val
A9KC14,Coxiella burnetii,mesophilic,val
P66689,Staphylococcus aureus,mesophilic,val
C4QGM3,Schistosoma mansoni,mesophilic,val
Q5HID1,Staphylococcus aureus,mesophilic,val
P0C7X8,Staphylococcus aureus,mesophilic,val
Q8U1T8,Pyrococcus furiosus,thermophilic,val
Q554H6,Dictyostelium discoideum,mesophilic,val
C0HJR4,Equus asinus,mesophilic,val
P85249,Lonomia obliqua,mesophilic,val
A7ZJ00,Escherichia coli,mesophilic,val
A0A044RUZ2,Onchocerca volvulus,mesophilic,val
P84072,Momordica charantia,mesophilic,val
X8F2C3,Mycobacterium ulcerans,mesophilic,val
P81846,Ranoidea citropa,mesophilic,val
P86501,Litoria rothii,mesophilic,val
B2GGU7,Kocuria rhizophila,mesophilic,val
X8EYN6,Mycobacterium ulcerans,mesophilic,val
P0A4S4,Streptococcus pneumoniae,mesophilic,val
Q2RQX0,Rhodospirillum rubrum,mesophilic,val
Q9D1X9,Mus musculus,mesophilic,val
Q60311,Methanocaldococcus jannaschii,thermophilic,val
B5Y214,Klebsiella pneumoniae,mesophilic,val
P0DTV6,Sphaenorhynchus lacteus,mesophilic,val
P25749,Buchnera aphidicola,mesophilic,val
B2RZ27,Rattus norvegicus,mesophilic,val
B1Y0H5,Leptothrix cholodnii,mesophilic,val
X8FFX5,Mycobacterium ulcerans,mesophilic,val
Q5LW50,Ruegeria pomeroyi,mesophilic,val
P44258,Haemophilus influenzae,mesophilic,val
Q8A6P7,Bacteroides thetaiotaomicron,mesophilic,val
A9WFA4,Chloroflexus aurantiacus,thermophilic,val
P83167,Amaranthus hypochondriacus,mesophilic,val
P56228,Ranoidea caerulea,mesophilic,val
P0CJ25,Ascaphus truei,psychrophilic,val
B4SWX6,Salmonella newport,mesophilic,val
O02112,Caenorhabditis elegans,mesophilic,val
Q58342,Methanocaldococcus jannaschii,thermophilic,val
Q9H299,Homo sapiens,mesophilic,val
P37444,Salmonella typhimurium,mesophilic,val
Q09123,Fusobacterium mortiferum,mesophilic,val
P44593,Haemophilus influenzae,mesophilic,val
A0LE50,Magnetococcus marinus,mesophilic,val
P86712,Liposcelis bostrychophila,mesophilic,val
P85926,Pseudotsuga menziesii,mesophilic,val
Q2FZB4,Staphylococcus aureus,mesophilic,val
Q0IMV4,Oryza sativa,mesophilic,val
J9EX42,Wuchereria bancrofti,mesophilic,val
K0EZE4,Nocardia brasiliensis,mesophilic,val
P0C7Y5,Staphylococcus aureus,mesophilic,val
B0FLN1,Acinetobacter baumannii,mesophilic,val
A0A0H3GNS5,Klebsiella pneumoniae,mesophilic,val
A0A0P0WJL3,Oryza sativa,mesophilic,val
Q9L9C8,Acidithiobacillus ferridurans,mesophilic,val
Q557F8,Dictyostelium discoideum,mesophilic,val
Q5N794,Oryza sativa,mesophilic,val
P0CD68,Bombus lapidarius,mesophilic,val
Q7VPK3,Haemophilus ducreyi,mesophilic,val
A4XQR2,Pseudomonas mendocina,mesophilic,val
Q9HJ56,Thermoplasma acidophilum,thermophilic,val
P54035,Methanocaldococcus jannaschii,thermophilic,val
Q0DEV8,Oryza sativa,mesophilic,val
B7J948,Acidithiobacillus ferrooxidans,mesophilic,val
A0A3P7GH22,Wuchereria bancrofti,mesophilic,val
G3XCT8,Pseudomonas aeruginosa,mesophilic,val
P84386,Xenopus tropicalis,mesophilic,val
A0A3P7DU98,Wuchereria bancrofti,mesophilic,val
Q1DBJ3,Myxococcus xanthus,mesophilic,val
Q95X11,Caenorhabditis elegans,mesophilic,val
Q4D818,Trypanosoma cruzi,mesophilic,val
A0A1E1JKH1,Caenorhabditis elegans,mesophilic,val
Q0ITJ0,Oryza sativa,mesophilic,val
B8D6T5,Buchnera aphidicola,mesophilic,val
X8FM91,Mycobacterium ulcerans,mesophilic,val
A6UH73,Sinorhizobium medicae,mesophilic,val
A0A132Z0G4,Enterococcus faecium,mesophilic,val
A0A2R8RNB1,Danio rerio,mesophilic,val
B5XD90,Salmo salar,mesophilic,val
D4A9P7,Rattus norvegicus,mesophilic,val
D5ARY7,Rhodobacter capsulatus,mesophilic,val
O26145,Methanothermobacter thermautotrophicus,thermophilic,val
